DEPTO,DOMINIO,AREA,UPM,NO_HOGAR,FACTOR,POBREZA,TOTAL_PERS,PPB01,PPB02,PPB03,P01A01,P01A02,P01A03,P01A04,P01A05A,P01A05B,P01A05C,P01A05D,P01A05E,P01A05F,P01A06,P01B01,P01B02,P01B03,P01C01,P01C02A,P01C02B,P01C02C,P01C02D,P01C02E,P01C02F,P01C02G,P01C02H,P01C02I,P01C02J,P01C02K,P01C02L,P01C02M,P01C03A,P01C03B,P01C03C,P01C03D,P01C03E,P01C03F,P01C04,P01D01,P01D02,P01D03,P01D04,P01D05,P01D06,P01D07,P01D08,P01D09,P01D10,P01D11,P01D12,P01D13A,P01D13B,P01D14,P01D15A,P01D15B,P01D16,P01D17,P01D18,P01D19,P01D20A,P01D21A,P01D20B,P01D21B,P01D20C,P01D21C,P01D20D,P01D21D,P01D20E,P01D21E,P01D22,P01D23A,P01D23B,P01D24,P01D25,P01D26,P01D27,P01D28,P01D29,P01D30,P01D31A,P01D31B,P01D31C,P01D32,P01D33,P01D34,P01G01,P01H01,P01H02,P01H03,P01H04,P01H05,P01H06,P01H07,P01H08,P01H09,P01H10,P01H11,P01H12,P01H13,P01H14,P01H15,P01H16,P01I01A,P01I01B,P02B01,P02B02A,P02B02B,P02B02C,P02B02D,P02B02E,P02B02F,P02B02G,P02B03A,P02B03B,P02B03C,P02B04A,P02B04B,P02B04C,P02B05A,P02B05B
1,1,1,1733,235,1056,3,1,1,1,1,1,2,2,1,1,1,1,2,1,1,3,4,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,1,2,230,2,24,,,,,2,,4,1,1,1,2,,2,,1,150,2,,1,100,2,2,,1,1,0,24,2,,,,,,,,,1,2,2,1,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1733,238,1056,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,6,1,2500,N/A,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,8000,3,3,1,3,1,1,1,2,300,3,0,,,,,2,,2,1,1,1,2,,2,,1,600,1,160,1,100,2,1,50,1,5,0,5,2,,,,,,,,,1,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1733,233,1056,3,4,1,1,1,1,2,1,2,1,1,1,2,2,1,3,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,2,1,1,1,1,1,2,125,5,23,,,,,1,200,4,1,1,1,2,,2,,1,150,1,221,1,100,2,1,60,1,3,0,8,1,2,1,50,0,5,1,2,3,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,,4,2,2,2,1,2,2,2,1,1,GUATEMALA,,,,2011,9
1,1,1,1733,234,1056,3,1,1,1,1,1,2,2,4,1,1,1,2,1,1,2,3,N/A,800,2,,,,,,,,,,,,,,,,,,,,,2,1,0,2,1,1,1,2,130,0,24,,,,,2,,4,1,1,1,1,162,2,,1,100,2,,2,,1,1,50,1,0,,,2,,,,,,,,,3,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1733,236,1056,2,8,1,1,1,2,2,1,4,1,1,1,2,1,1,2,3,N/A,1200,2,,,,,,,,,,,,,,,,,,,,,2,2,0,3,1,1,1,2,250,0,24,,,,,2,,5,1,1,2,1,260,2,,1,100,2,,2,,1,1,50,1,1,0,24,2,,,,,,,,,3,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1733,237,1056,3,2,1,1,1,1,2,2,2,1,1,1,1,1,1,3,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,4,1,1,1,2,250,0,0,,,,,2,,1,1,1,1,2,,1,75,1,120,1,150,1,150,2,1,50,1,0,,,1,2,1,50,0,10,1,2,3,1,1,2,1,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1888,253,1792,3,5,1,1,1,1,2,2,4,2,2,1,2,2,1,2,2,2000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,3,1,6,,,,,,20,0,30,1,1,380,4,2,1,1,2,,2,,1,50,2,,2,,2,1,75,1,0,,,1,2,1,1000,0,20,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1888,254,1792,3,5,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,2000,N/A,2,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,1,2,75,0,19,,,,,2,,4,1,1,1,1,240,2,,1,200,1,0,2,,2,1,50,1,0,,,2,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1888,257,1792,2,4,1,1,1,5,6,2,4,1,2,1,2,1,1,1,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,2,1,3,75,0,13,,,,,2,,5,2,1,2,2,,2,,1,150,2,,1,100,3,,,1,0,,,1,2,4,15,0,5,1,2,3,3,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1888,256,1792,3,4,1,1,1,1,2,1,1,2,2,1,2,2,1,4,1,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,4,3,0,1,1,98,,,,,,4,0,5,1,2,,4,4,1,1,2,,2,,1,400,2,,2,,3,,,1,0,,,2,,,,,,,,,1,1,2,1,1,2,1,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1888,255,1792,2,4,1,1,1,1,2,2,4,1,1,1,2,1,1,2,2,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,2,1,1,1,3,75,0,12,,,,,2,,1,1,1,2,2,,2,,1,20,2,,2,,3,,,1,0,,,1,2,4,0,,,,2,4,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1888,258,1792,3,1,1,1,1,5,6,2,4,1,1,1,2,1,1,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,2,1,3,75,0,24,,,,,2,,5,5,,2,2,,2,,1,5,2,,2,,3,,,1,0,,,2,,,,,,,,,1,1,1,1,1,1,1,1,1,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1888,259,1792,3,4,1,1,1,1,2,2,4,2,2,1,1,2,1,3,1,1300,N/A,1,2,1,1,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,30000,3,2,1,1,1,6,,,,,,60,3,0,1,1,200,3,2,1,1,1,220,2,,1,300,1,0,2,,3,,,1,0,,,2,,,,,,,,,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,,4,2,2,2,2,2,1,2,2,1,GUATEMALA,2,1,GUATEMALA,2021,9
1,1,1,1888,252,1792,3,4,1,1,1,1,2,2,4,1,1,1,2,1,1,2,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,3,1,1,1,3,75,0,12,,,,,2,,1,4,1,1,2,,2,,1,100,1,250,2,,2,1,60,1,0,,,1,1,1,0,,,,1,2,2,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,4,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1925,260,658,3,5,1,1,1,1,2,1,4,2,1,1,2,2,1,5,1,1000,N/A,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,60000,2,2,0,1,1,4,,,,,,6,0,0,1,2,,4,1,1,1,1,300,2,,1,200,1,150,1,150,2,1,50,1,0,,,2,,,,,,,,,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1925,264,658,3,4,1,1,1,1,2,2,1,1,1,1,2,1,1,3,1,1200,N/A,2,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,1,1,30,0,10,,,,,2,,2,1,1,1,1,200,2,,1,200,1,100,1,100,2,1,50,1,0,,,1,1,2,50,0,10,1,1,3,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1925,262,658,3,3,1,1,1,1,5,2,7,1,2,1,2,1,1,2,1,400,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,1,30,0,0,,,,,2,,3,4,1,1,2,,2,,1,400,2,,1,120,2,1,50,1,2,0,24,1,2,98,0,,,,2,3,3,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1925,263,658,3,5,1,1,1,1,2,1,1,1,1,1,2,2,1,4,3,N/A,1300,2,,,,,,,,,,,,,,,,,,,,,3,2,0,3,1,1,1,1,30,0,0,,,,,2,,4,1,1,1,2,,2,,1,220,2,,1,100,2,1,45,1,0,,,2,,,,,,,,,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
1,1,1,1925,261,658,3,1,1,1,1,1,2,2,1,1,1,1,2,1,1,3,1,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,2,30,0,0,,,,,2,,4,1,1,1,2,,2,,2,,2,,2,,2,1,50,1,1,2,5,2,,,,,,,,,1,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
1,3,2,2198,314,1198,2,5,1,1,1,1,2,2,4,1,2,1,2,1,1,2,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,3,14,10,3,,,,,2,,2,2,1,1,2,,2,,1,40,2,,2,,6,,,1,0,,,1,2,4,100,1,0,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,3,2,2198,315,1198,2,5,1,1,1,1,2,2,4,1,2,1,2,1,1,3,1,500,N/A,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1400,3,3,1,4,1,1,1,3,14,20,4,,,,,2,,3,2,1,1,2,,2,,1,40,2,,2,,6,,,1,0,,,1,1,1,10,0,5,1,2,5,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,3,2,2198,317,1198,3,3,1,1,1,1,2,2,4,1,2,1,2,1,1,2,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,3,14,20,4,,,,,2,,3,2,1,1,2,,2,,1,80,2,,2,,3,,,1,0,,,1,2,1,10,0,10,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,3,2,2198,316,1198,3,4,1,1,1,5,6,2,7,2,2,1,2,2,1,3,1,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,3,2,0,6,1,4,,,,,,200,2,30,98,2,,5,4,1,1,2,,2,,2,,2,,2,,3,,,1,20,3,2,1,2,4,50,0,30,1,2,4,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,3,2,2198,313,1198,3,6,1,1,1,1,2,2,4,1,2,1,2,1,1,2,1,500,N/A,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,5000,2,2,0,5,1,1,1,3,14,10,1,,,,,1,40,3,4,1,1,2,,2,,2,,2,,2,,3,,,1,3,3,24,1,2,4,30,2,0,1,2,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,3,2,2198,318,1198,3,3,1,1,1,1,2,2,2,1,2,1,2,1,1,3,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,3,2,1,1,1,1,1,3,14,20,2,,,,,2,,3,2,1,1,2,,2,,1,120,2,,2,,3,,,1,2,0,24,1,2,5,30,0,10,1,1,5,3,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2233,321,900,2,4,1,1,1,1,2,1,1,1,1,1,2,1,1,2,3,N/A,1000,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,1,137,14,7,,,,,2,,1,3,1,1,2,,2,,2,,2,,2,,2,2,,1,1,0,6,2,,,,,,,,,3,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2233,325,900,3,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,4,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,2,1,1,2,1,180,5,5,,,,,2,,4,1,1,1,2,,2,,2,,2,,1,125,2,1,45,1,1,0,24,1,2,1,160,0,20,1,2,5,1,1,1,1,1,2,1,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2233,322,900,3,1,1,1,1,1,2,1,4,1,1,1,1,1,1,4,4,2000,N/A,2,,,,,,,,,,,,,,,,,,,,,4,3,0,1,1,1,1,1,130,22,1,,,,,2,,4,1,1,1,2,,2,,2,,2,,2,,2,1,40,1,0,,,2,,,,,,,,,1,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,4,2,2,2,2,2,1,2,1,1,GUATEMALA,,,,2018,9
1,1,1,2233,324,900,3,3,2,4,4,3,2,2,2,1,1,1,2,1,1,1,4,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,1,2,3,70,25,5,,,,,2,,4,1,1,1,2,,2,,1,220,2,,1,125,2,1,40,1,1,0,24,2,,,,,,,,,3,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2233,323,900,3,3,1,1,1,1,2,2,4,1,1,1,2,1,1,1,1,1800,N/A,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,3000,1,1,0,3,1,6,,,,,,12,0,10,1,1,132,4,1,1,1,2,,2,,1,120,2,,1,115,2,1,40,1,2,0,24,2,,,,,,,,,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,,4,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2233,319,900,3,4,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1200,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,3,1,6,,,,,,900,0,30,5,1,900,5,1,1,1,1,400,2,,2,,2,,2,,1,1,40,1,2,0,24,1,2,1,1,0,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2233,327,900,3,2,1,1,1,1,2,2,4,1,1,1,2,1,1,4,2,1800,N/A,2,,,,,,,,,,,,,,,,,,,,,4,3,0,1,1,1,1,1,250,29,2,,,,,1,140,4,1,2,1,2,,2,,2,,2,,2,,1,1,20,1,1,0,23,1,2,1,0,,,,2,1,1,1,1,1,1,1,1,1,1,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2233,320,900,3,2,1,1,1,1,2,2,4,2,1,1,2,2,1,1,2,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,6,,,,,,0,,,,1,400,4,1,1,1,1,200,2,,1,225,1,0,2,,2,1,40,1,0,,,2,,,,,,,,,2,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2233,326,900,3,1,1,1,1,1,2,2,4,1,1,1,2,1,1,1,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,6,,,,,,224,0,2,1,1,224,3,1,1,1,2,,2,,2,,2,,2,,2,1,40,1,0,,,2,,,,,,,,,1,1,1,1,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2423,363,725,3,4,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1500,N/A,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2000,2,2,0,1,1,1,1,1,32,4,2,,,,,2,,4,1,1,1,2,,2,,2,,2,,1,100,2,1,50,1,0,,,2,,,,,,,,,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2423,364,725,2,4,2,3,2,3,4,2,7,1,1,1,2,2,2,1,4,400,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,4,,,,,,0,,,,2,,3,1,2,1,2,,2,,2,,2,,2,,2,1,13,1,1,30,24,1,2,1,4000,3,0,1,2,2,3,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2423,366,725,2,5,1,1,1,1,2,2,7,1,1,1,2,2,2,3,1,800,N/A,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1500,3,3,0,3,1,2,1,1,40,26,2,,,,,2,,4,1,1,1,2,,2,,2,,2,,2,,5,,,1,0,,,1,2,4,2,4,0,1,2,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2423,369,725,3,6,1,1,1,1,2,2,1,1,1,1,2,1,1,3,3,N/A,1000,2,,,,,,,,,,,,,,,,,,,,,3,3,0,6,1,1,1,1,10,0,1,,,,,2,,3,1,1,1,2,,2,,2,,2,,2,,2,1,50,1,0,,,1,2,1,0,,,,2,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2423,367,725,3,3,1,1,1,1,2,2,4,1,1,1,2,2,1,4,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,4,2,0,1,1,1,1,1,10,8,1,,,,,2,,3,1,1,1,2,,2,,2,,2,,1,100,3,,,1,3,1,23,1,2,1,1,0,1,98,2,2,3,2,2,1,1,2,2,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2423,365,725,3,3,1,1,1,1,2,2,7,1,1,1,2,2,1,1,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,10,26,2,,,,,2,,4,3,1,1,2,,2,,1,20,2,,2,,2,1,13,1,2,2,24,1,2,1,400,0,20,1,2,4,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2423,370,725,2,5,1,1,1,5,6,2,4,1,1,1,2,2,1,1,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,3,1,4,,,,,,5,0,5,1,2,,5,3,1,1,2,,2,,2,,2,,1,100,4,,,1,2,0,24,1,2,4,500,0,30,1,2,4,3,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2423,368,725,3,3,1,1,1,1,2,2,4,1,1,1,1,1,1,4,1,1500,N/A,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,6000,4,3,0,1,1,4,,,,,,2,0,2,1,2,,4,1,1,1,1,250,2,,2,,2,,2,,2,1,50,1,6,0,24,1,2,4,6000,3,30,1,2,5,2,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2611,394,658,3,3,1,1,1,1,5,2,1,1,1,1,1,1,1,3,1,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,4,,,,,,50,0,10,98,2,,4,2,1,1,1,290,2,,1,100,2,,2,,2,1,90,1,4,0,24,2,,,,,,,,,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,2,2,,99,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2611,395,658,3,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,3000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,4,,,,,,0,,,,2,,2,2,1,1,1,380,2,,1,300,2,,2,,2,1,90,1,0,,,2,,,,,,,,,3,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2611,393,658,3,1,1,1,1,1,2,1,1,2,2,1,1,2,1,3,1,700,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,4,,,,,,10,0,1,98,2,,4,2,1,1,1,400,2,,1,400,2,,2,,2,1,90,1,12,0,24,2,,,,,,,,,1,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2611,391,658,3,1,1,1,1,1,2,1,3,1,1,1,1,1,1,3,4,1000,N/A,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3000,3,3,0,1,1,4,,,,,,10,0,1,98,2,,2,1,1,1,1,300,2,,2,,2,,2,,2,1,90,1,1,0,24,2,,,,,,,,,1,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2611,392,658,3,2,1,1,1,1,2,1,6,2,2,1,1,2,1,3,1,700,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,6,,,,,,50,0,0,5,1,660,2,2,1,1,1,250,2,,1,299,2,,2,,2,1,95,1,2,0,24,2,,,,,,,,,1,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,1,1,2,2,2,2,2,2,1,1,GUATEMALA,,,,2014,10
1,1,1,2611,396,658,3,1,1,1,1,1,5,2,1,2,2,1,2,2,1,3,4,2000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,4,,,,,,20,0,5,98,2,,3,2,1,1,1,600,2,,1,600,1,0,2,,2,1,80,1,0,,,1,1,4,50,0,30,1,1,2,3,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
1,1,1,3152,466,1597,3,5,1,1,1,1,1,1,2,1,1,1,2,1,1,3,3,N/A,1500,2,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,6,,,,,,1,0,0,5,1,800,4,1,1,1,1,200,2,,1,400,1,200,2,,2,1,50,1,2,0,24,2,,,,,,,,,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2924,432,848,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,4000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,1,1,2,65,1,4,,,,,2,,4,1,1,1,1,420,1,100,1,234,2,,2,,2,1,50,1,0,,,2,,,,,,,,,1,1,2,1,1,1,1,1,1,2,99,99,99,99,99,99,99,2,,99,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2924,428,848,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,N/A,4500,2,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,65,0,6,,,,,2,,2,1,1,1,1,385,1,0,1,400,1,385,1,0,1,1,45,1,0,,,2,,,,,,,,,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,1,2,2,2,1,1,GUATEMALA,,,,2021,6
1,1,1,2924,431,848,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,3000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,1,1,2,45,0,18,,,,,2,,2,1,1,1,1,170,2,,1,150,2,,2,,2,1,50,1,0,,,2,,,,,,,,,2,2,2,2,1,2,2,2,2,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2924,426,848,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,3500,N/A,2,,,,,,,,,,,,,,,,,,,,,5,1,0,1,1,1,1,1,65,0,24,,,,,2,,5,1,1,1,2,,1,150,1,30,2,,2,,1,1,50,1,0,,,2,,,,,,,,,1,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2924,429,848,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,N/A,3500,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,1,1,1,65,0,6,,,,,2,,4,1,1,1,1,356,1,0,1,120,1,0,1,0,2,1,50,1,0,,,2,,,,,,,,,3,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,2924,427,848,3,3,2,1,1,2,3,1,2,1,1,1,1,1,1,2,3,N/A,2500,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,2,3,65,5,12,,,,,2,,2,1,1,1,1,200,2,,1,100,2,,2,,1,1,50,1,0,,,2,,,,,,,,,1,1,2,1,1,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,1,2,2,2,2,2,2,1,GUATEMALA,1,1,GUATEMALA,2020,5
1,1,1,2924,430,848,3,2,1,1,1,1,3,1,2,1,1,1,1,1,1,3,3,N/A,1700,2,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,1,1,1,65,0,24,,,,,2,,4,1,1,1,2,,1,65,1,50,1,200,2,,2,1,50,1,0,,,2,,,,,,,,,3,2,2,2,1,2,2,2,2,2,99,99,99,99,99,99,99,1,1,1,2,2,2,2,2,2,2,,,,,,,,
1,1,1,3081,454,1204,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,N/A,1200,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,2,2,200,4,8,,,,,1,50,4,1,1,1,1,229,2,,2,,2,,1,0,2,1,40,1,1,0,24,2,,,,,,,,,2,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,3081,453,1204,3,4,1,1,1,1,2,2,7,1,1,1,2,1,1,3,1,2100,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,2,1,1,1,3,100,3,5,,,,,2,,1,3,1,1,2,,2,,1,10,2,,2,,5,,,1,3,0,24,2,,,,,,,,,1,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,3081,458,1204,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1200,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,3,100,0,12,,,,,2,,2,1,1,1,2,,2,,1,100,2,,2,,5,,,1,1,1,24,2,,,,,,,,,1,1,2,2,2,1,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
1,1,1,3081,456,1204,3,2,1,1,1,1,2,2,4,1,1,1,2,1,1,1,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,3,100,0,8,,,,,2,,1,1,1,1,2,,2,,1,20,2,,1,100,2,1,40,1,0,,,1,2,1,1000,0,5,1,2,5,1,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
