DEPTO,DOMINIO,AREA,UPM,NO_HOGAR,FACTOR,POBREZA,TOTAL_PERS,PPB01,PPB02,PPB03,P01A01,P01A02,P01A03,P01A04,P01A05A,P01A05B,P01A05C,P01A05D,P01A05E,P01A05F,P01A06,P01B01,P01B02,P01B03,P01C01,P01C02A,P01C02B,P01C02C,P01C02D,P01C02E,P01C02F,P01C02G,P01C02H,P01C02I,P01C02J,P01C02K,P01C02L,P01C02M,P01C03A,P01C03B,P01C03C,P01C03D,P01C03E,P01C03F,P01C04,P01D01,P01D02,P01D03,P01D04,P01D05,P01D06,P01D07,P01D08,P01D09,P01D10,P01D11,P01D12,P01D13A,P01D13B,P01D14,P01D15A,P01D15B,P01D16,P01D17,P01D18,P01D19,P01D20A,P01D21A,P01D20B,P01D21B,P01D20C,P01D21C,P01D20D,P01D21D,P01D20E,P01D21E,P01D22,P01D23A,P01D23B,P01D24,P01D25,P01D26,P01D27,P01D28,P01D29,P01D30,P01D31A,P01D31B,P01D31C,P01D32,P01D33,P01D34,P01G01,P01H01,P01H02,P01H03,P01H04,P01H05,P01H06,P01H07,P01H08,P01H09,P01H10,P01H11,P01H12,P01H13,P01H14,P01H15,P01H16,P01I01A,P01I01B,P02B01,P02B02A,P02B02B,P02B02C,P02B02D,P02B02E,P02B02F,P02B02G,P02B03A,P02B03B,P02B03C,P02B04A,P02B04B,P02B04C,P02B05A,P02B05B
5,2,1,7792,2846,370,3,3,1,1,1,1,2,2,4,1,1,1,2,2,1,1,1,900,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,6,1,2,1,1,0,0,1,,,,,2,,4,1,1,1,2,,2,,1,370,2,,2,,1,2,,1,0,,,2,,,,,,,,,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7792,2850,370,2,3,1,1,1,1,2,2,4,2,1,2,2,2,2,3,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,5,1,4,,,,,,0,,,,2,,3,1,1,2,2,,2,,2,,2,,2,,3,,,2,,,,1,2,1,300,0,10,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7792,2849,370,2,4,1,1,1,5,6,2,4,2,1,2,2,2,2,1,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,4,,,,,,0,,,,2,,5,1,1,2,2,,2,,2,,2,,2,,3,,,1,0,,,1,2,4,2000,1,30,1,2,5,2,1,1,1,1,2,2,2,2,1,2,2,2,2,9,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7792,2848,370,2,4,1,1,1,1,2,2,4,1,1,1,2,2,1,1,4,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,1,1,1,0,20,12,,,,,2,,4,1,1,2,2,,2,,2,,2,,1,100,3,,,1,0,,,1,2,1,200,0,10,1,2,5,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,7846,2880,135,3,3,1,1,1,1,2,2,4,2,2,2,2,2,2,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,4,,,,,,25,0,15,1,2,,1,5,,2,2,,2,,1,100,2,,2,,3,,,1,0,,,2,,,,,,,,,4,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
5,3,2,7846,2885,135,3,1,1,1,1,1,2,2,4,2,2,1,2,2,1,1,1,600,N/A,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,10000,1,1,0,7,99,4,,,,,,5,0,5,1,2,,4,2,1,1,2,,2,,1,325,2,,2,,3,,,1,2,0,24,2,,,,,,,,,3,1,1,1,1,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2022,11
5,3,2,7846,2884,135,3,4,1,1,1,1,2,3,4,2,2,2,2,2,2,2,4,1100,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,5,1,4,,,,,,10,0,5,1,2,,4,2,1,1,2,,2,,1,100,2,,2,,3,,,2,,,,2,,,,,,,,,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,,1,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2022,9
5,3,2,7846,2888,135,3,5,1,1,1,1,1,2,4,2,2,1,2,2,1,3,1,1500,N/A,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2000,3,2,0,5,1,4,,,,,,15,0,10,1,2,,4,2,1,1,2,,2,,1,150,2,,1,100,3,,,1,5,0,24,1,2,4,3000,3,0,1,2,5,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2022,10
5,3,2,7846,2881,135,3,4,1,1,1,1,2,2,4,2,2,1,2,2,1,3,3,N/A,2000,2,,,,,,,,,,,,,,,,,,,,,3,2,0,5,1,4,,,,,,30,0,2,1,2,,4,2,1,1,2,,2,,1,200,2,,1,105,3,,,1,0,,,1,2,4,15,0,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
5,3,2,7846,2886,135,3,5,1,1,1,1,2,2,4,2,2,1,2,2,1,2,4,300,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,4,,,,,,25,0,5,1,2,,4,2,1,1,2,,2,,1,60,2,,1,375,3,,,1,0,,,1,2,1,150,0,15,1,2,5,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,,2,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2023,9
5,3,2,7846,2883,135,3,8,1,1,1,1,2,1,1,2,2,1,2,2,1,4,1,1500,N/A,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,8500,4,4,0,1,1,4,,,,,,15,0,5,1,2,,4,2,1,1,2,,2,,1,800,1,150,1,150,3,,,1,0,,,1,2,1,0,,,,2,5,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2023,9
5,3,2,7846,2879,135,3,4,1,1,1,1,2,2,4,2,2,1,2,2,1,1,4,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,4,1,4,,,,,,50,0,20,1,2,,4,2,1,1,2,,2,,1,90,2,,2,,3,,,1,0,,,1,2,4,15,0,15,1,2,5,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,7846,2887,135,3,4,1,1,1,1,2,2,4,2,2,1,2,2,1,2,4,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,5,1,4,,,,,,25,0,20,1,2,,3,4,1,1,2,,2,,1,220,2,,2,,3,,,1,3,3,24,1,2,1,300,0,30,1,2,5,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,3,2,7846,2882,135,3,4,1,1,1,5,6,2,4,2,2,1,2,2,1,1,4,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,4,,,,,,10,0,2,1,2,,4,5,,1,2,,2,,1,100,2,,2,,3,,,1,3,2,24,1,2,1,0,,,,2,5,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,,3,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2023,8
5,2,1,7907,2920,273,2,6,1,1,1,1,2,2,4,1,1,1,2,2,1,3,1,700,N/A,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5000,3,3,0,5,1,1,1,1,0,15,22,,,,,2,,3,1,1,2,2,,2,,2,,2,,1,160,3,,,1,0,,,1,2,4,3000,1,0,98,2,5,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7907,2922,273,2,5,1,1,1,5,6,2,4,1,2,1,2,2,1,3,4,500,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,1,1,1,0,2,22,,,,,2,,3,2,1,2,2,,2,,2,,2,,1,80,3,,,1,0,,,1,2,1,10000,0,30,5,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7907,2919,273,2,8,1,1,1,1,2,2,4,1,2,1,2,2,1,2,4,600,N/A,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6900,2,2,0,5,1,1,1,1,0,2,22,,,,,2,,5,2,1,2,2,,2,,2,,2,,1,75,3,,,1,2,0,22,1,2,1,0,,,,2,5,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7907,2921,273,2,9,1,1,1,1,2,2,4,1,2,1,2,2,1,2,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,5,1,1,1,1,0,15,12,,,,,2,,3,2,1,2,2,,2,,2,,2,,2,,3,,,1,15,0,22,1,2,1,10000,1,0,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7907,2915,273,3,4,1,1,1,5,6,2,7,1,2,1,2,2,2,1,1,600,N/A,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1100,1,1,0,4,1,1,1,1,0,15,10,,,,,2,,2,4,2,1,2,,2,,1,120,2,,1,100,3,,,1,0,,,2,,,,,,,,,3,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7907,2916,273,3,4,1,1,1,5,6,2,7,1,2,1,2,2,2,1,1,400,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,6,2,2,2,1,20,15,9,,,,,2,,4,4,2,1,2,,2,,1,210,2,,2,,3,,,1,0,,,1,2,4,7000,1,30,4,2,5,1,1,2,1,1,2,1,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7907,2918,273,2,5,1,1,1,1,2,2,7,1,2,1,2,2,1,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,2,1,3,0,4,3,,,,,2,,2,4,1,1,2,,2,,1,175,2,,2,,3,,,1,0,,,1,2,4,5000,0,30,98,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7907,2917,273,3,4,1,1,1,1,2,2,4,1,2,1,2,2,1,2,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,4,1,1,1,1,30,15,4,,,,,2,,2,2,1,1,2,,2,,1,445,2,,1,100,3,,,1,2,0,24,1,2,1,1500,0,15,5,2,3,2,1,2,2,1,2,1,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7998,2970,249,3,3,1,1,1,5,6,2,7,1,1,1,2,2,1,1,4,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,6,1,2,1,1,15,0,6,,,,,2,,4,1,1,2,2,,2,,1,45,2,,1,50,2,1,30,1,0,,,1,2,1,5,0,5,1,2,4,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7998,2969,249,3,4,1,1,1,1,2,2,4,1,1,1,2,2,1,3,1,1200,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,4,1,1,1,1,15,0,6,,,,,2,,4,1,1,1,2,,2,,1,170,1,220,1,80,2,1,40,1,0,,,1,2,1,5,0,5,98,2,2,1,2,2,1,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7998,2966,249,2,4,1,1,1,5,6,2,7,2,1,1,2,2,1,1,4,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,4,,,,,,0,,,,2,,3,3,2,1,2,,2,,2,,2,,2,,2,1,10,1,4,4,24,1,2,1,600,0,25,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,3,2,2,2,2,1,2,2,1,5,ESCUINTLA,,,,2022,7
5,2,1,7998,2965,249,3,5,1,1,1,1,1,2,4,1,1,1,2,1,1,2,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,3,1,1,1,1,15,0,24,,,,,2,,4,1,1,1,2,,2,,1,150,2,,1,80,3,,,1,6,0,24,2,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7998,2963,249,3,2,1,1,1,1,2,2,4,1,1,1,2,2,2,3,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,3,2,0,1,1,1,1,1,15,3,24,,,,,2,,4,1,1,1,2,,2,,2,,1,200,2,,3,,,1,4,0,24,2,,,,,,,,,3,2,2,1,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7998,2967,249,3,4,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,4,,,,,,0,,,,2,,3,1,2,1,2,,2,,1,100,2,,2,,2,1,40,1,3,0,24,1,2,1,5,0,15,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,1,1,4,1,2,1,1,2,2,2,1,5,ESCUINTLA,,,,2022,6
5,2,1,7998,2964,249,2,3,1,1,1,1,2,2,4,2,1,1,2,2,1,2,4,800,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,4,1,4,,,,,,0,,,,2,,3,3,1,1,2,,2,,1,90,2,,2,,2,1,10,1,0,,,2,,,,,,,,,1,1,2,2,1,2,1,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7998,2968,249,3,4,1,1,1,1,2,3,1,1,1,1,2,2,2,4,2,2000,N/A,2,,,,,,,,,,,,,,,,,,,,,4,3,0,1,1,1,1,1,0,8,3,,,,,2,,4,1,1,1,1,200,2,,2,,2,,2,,2,1,50,1,3,7,24,2,,,,,,,,,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,7998,2971,249,3,4,1,1,1,1,2,1,1,2,1,1,2,2,1,4,3,N/A,1200,2,,,,,,,,,,,,,,,,,,,,,4,3,0,1,1,4,,,,,,2,0,0,98,2,,4,1,1,1,2,,2,,1,25,1,199,2,,2,1,40,1,3,1,24,2,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,4,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8020,2983,121,3,3,1,1,1,1,2,2,4,1,1,1,2,1,1,2,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,6,1,1,1,1,60,0,24,,,,,2,,5,1,1,1,2,,2,,2,,2,,1,80,2,2,,1,0,,,1,2,4,0,,,,2,2,1,1,1,1,1,1,1,1,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8020,2985,121,2,4,1,1,1,1,2,2,4,1,1,1,2,2,1,1,3,N/A,400,2,,,,,,,,,,,,,,,,,,,,,1,1,0,6,1,2,2,1,0,0,24,,,,,2,,5,3,2,1,2,,2,,1,50,2,,1,60,2,1,20,1,0,,,1,2,1,15,0,5,1,2,5,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,9,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8020,2982,121,3,6,1,1,1,1,2,2,7,1,1,1,2,1,1,2,4,900,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,1,0,2,22,,,,,2,,5,1,1,2,2,,2,,1,50,2,,2,,1,1,80,1,0,,,1,2,1,3000,0,30,98,2,3,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8020,2984,121,2,3,1,1,1,1,2,2,4,1,1,1,2,1,1,2,3,N/A,650,2,,,,,,,,,,,,,,,,,,,,,2,2,0,6,1,2,1,2,50,0,24,,,,,2,,5,3,1,1,2,,2,,2,,2,,2,,2,1,5,1,0,,,1,2,4,1000,0,45,4,2,5,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,,3,2,2,1,1,2,2,2,2,5,ESCUINTLA,1,5,ESCUINTLA,2020,12
5,2,1,8020,2981,121,2,3,1,1,1,1,2,2,4,2,1,1,2,2,1,2,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,4,,,,,,0,,,,2,,4,1,1,2,2,,2,,1,10,2,,1,100,3,,,1,4,0,24,1,1,4,2,0,30,4,2,3,1,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8020,2980,121,3,3,1,1,1,1,2,2,4,2,1,1,2,2,1,2,3,N/A,1200,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,4,,,,,,0,,,,2,,3,1,1,1,2,,2,,1,300,2,,2,,5,,,1,0,,,1,1,1,0,,,,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8154,3033,543,3,5,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,2,0,0,24,,,,,2,,1,2,1,1,2,,2,,1,100,2,,2,,3,,,1,2,2,24,1,2,4,4000,2,0,5,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8154,3030,543,2,6,1,1,1,1,2,2,4,1,2,1,2,2,1,2,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,1,3,0,0,24,,,,,2,,1,3,1,1,2,,2,,2,,2,,1,115,3,,,1,0,,,1,2,2,1000,0,40,5,1,5,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8154,3029,543,3,3,1,1,1,1,2,2,4,1,2,1,2,2,2,2,1,400,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,2,1,3,0,1,24,,,,,2,,1,2,2,1,2,,2,,2,,2,,2,,3,,,1,3,3,24,1,2,2,0,,,,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8154,3032,543,3,3,1,1,1,1,5,2,7,1,1,1,2,2,1,2,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,2,1,3,1,3,24,,,,,2,,5,2,1,1,2,,2,,2,,2,,1,60,3,,,1,1,0,24,1,2,4,2000,1,0,5,2,4,3,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,1,1,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8154,3034,543,2,7,1,1,1,5,6,2,7,1,2,1,2,2,1,1,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,6,1,2,1,1,6,3,24,,,,,2,,3,3,2,1,2,,2,,2,,2,,1,60,3,,,1,0,,,1,2,4,1000,0,30,1,2,5,3,1,1,99,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8154,3031,543,2,9,1,1,1,1,2,1,4,1,2,1,2,2,1,4,4,400,N/A,2,,,,,,,,,,,,,,,,,,,,,4,3,1,1,1,1,1,3,100,9,20,,,,,2,,1,4,1,1,2,,2,,2,,2,,2,,6,,,1,7,5,24,1,2,1,0,,,,2,5,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8254,3076,155,3,4,1,1,1,1,2,2,4,2,2,1,2,2,1,1,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,4,,,,,,5,0,10,1,2,,3,2,1,1,2,,2,,1,50,2,,2,,3,,,1,4,0,24,1,2,1,5,0,15,1,2,2,2,1,1,1,1,1,1,1,1,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8254,3077,155,3,1,1,1,1,1,5,2,7,2,2,1,2,2,1,1,98,400,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,4,,,,,,5,0,10,1,2,,5,4,1,1,2,,2,,2,,2,,2,,3,,,1,0,,,1,2,2,5,0,15,4,2,5,3,1,1,1,1,2,1,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8254,3081,155,3,5,1,1,1,1,2,2,4,2,2,1,2,2,1,3,4,1200,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,4,,,,,,10,0,3,1,2,,4,2,2,1,1,75,2,,1,30,1,0,1,0,3,,,1,4,1,24,1,2,98,1,0,1,1,2,3,3,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8254,3080,155,3,5,1,1,1,1,2,2,4,2,2,1,2,2,1,2,1,1200,N/A,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,4000,2,1,0,5,1,4,,,,,,10,0,5,1,2,,4,2,2,1,2,,2,,1,120,2,,1,40,3,,,1,2,0,24,1,2,1,200,0,5,98,2,4,3,1,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,,4,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8254,3084,155,3,4,1,1,1,1,2,2,7,2,2,1,2,2,1,1,4,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,4,,,,,,5,0,5,1,2,,3,2,1,1,2,,2,,1,40,2,,2,,3,,,1,3,2,24,1,2,1,5,0,5,1,1,5,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8254,3085,155,3,1,1,1,1,1,5,2,7,2,2,2,2,2,2,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,6,1,3,,,,,,290,0,45,1,2,,4,2,1,1,2,,2,,1,40,2,,2,,3,,,2,,,,1,2,1,0,,,,2,5,3,2,2,1,1,2,1,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8254,3079,155,3,4,1,1,1,1,2,2,7,2,2,1,2,2,1,1,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,4,,,,,,15,0,10,1,2,,3,2,1,1,2,,2,,1,30,2,,1,90,3,,,1,4,0,24,1,2,4,1000,2,0,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8254,3082,155,3,4,1,1,1,1,2,1,4,2,2,1,2,2,1,1,4,800,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,,,,,,7,0,1,1,2,,4,2,1,1,2,,2,,1,330,1,230,1,190,3,,,1,2,0,24,1,1,1,6000,0,1,5,2,5,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8254,3078,155,3,4,1,1,1,1,2,2,4,1,2,1,2,2,1,1,3,N/A,500,2,,,,,,,,,,,,,,,,,,,,,1,1,0,6,1,1,1,2,15,0,12,,,,,2,,4,2,1,1,2,,2,,1,50,2,,2,,3,,,1,2,0,24,1,2,4,2000,0,45,98,2,5,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8254,3083,155,3,4,1,1,1,1,2,3,1,2,2,1,2,2,1,3,4,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,6,1,4,,,,,,25,0,10,1,2,,4,2,2,1,2,,2,,1,100,2,,2,,3,,,1,3,0,24,1,2,4,100,0,10,1,2,5,1,1,1,1,1,2,1,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,1998,10
5,2,1,8302,3113,78,2,5,1,1,1,1,2,2,4,2,2,1,2,2,1,1,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,4,,,,,,20,0,15,1,2,,4,2,1,1,2,,2,,1,150,2,,1,75,3,,,1,0,,,1,2,4,400,1,30,3,2,5,1,1,1,1,1,1,1,1,1,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8302,3109,78,3,4,1,1,1,5,98,2,7,1,2,1,2,2,2,2,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,1,0,0,8,,,,,2,,4,2,2,1,2,,2,,1,60,2,,2,,3,,,1,2,0,24,1,2,1,5000,0,30,5,2,5,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,,2,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2022,4
5,2,1,8302,3110,78,3,4,1,1,1,1,2,2,4,1,2,1,2,2,1,3,1,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,5,1,1,1,2,15,0,7,,,,,2,,4,2,1,1,2,,2,,1,400,1,230,2,,2,1,120,1,1,2,24,1,1,1,5000,0,25,5,2,5,1,1,1,1,1,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8302,3108,78,3,1,1,1,1,1,2,2,4,1,2,1,2,2,1,1,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,2,1,1,0,0,24,,,,,2,,4,2,1,1,2,,2,,1,50,2,,2,,3,,,1,0,,,2,,,,,,,,,3,1,1,1,1,2,1,1,2,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8302,3116,78,2,3,1,1,1,1,2,1,4,1,2,1,2,2,1,1,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,1,7,99,4,,,,,,1,0,1,1,2,,4,2,1,1,2,,2,,1,500,1,174,1,90,2,1,400,1,2,0,24,2,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8302,3112,78,3,3,1,1,1,1,2,2,4,1,1,1,2,2,1,2,1,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,4,,,,,,1,0,1,1,2,,4,1,1,1,2,,2,,1,50,1,190,2,,2,1,60,1,1,0,24,2,,,,,,,,,3,2,2,2,1,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
